,year,month,day,dep_time,dep_delay,arr_time,arr_delay,carrier,tailnum,flight,origin,dest,air_time,distance,hour,minute
6821,2014,1,17,2145.0,-5.0,554.0,-10.0,AS,N577AS,10,SEA,MCO,280.0,2554,21.0,45.0
6822,2014,1,17,2151.0,26.0,2.0,22.0,AS,N524AS,300,SEA,SFO,94.0,679,21.0,51.0
6823,2014,1,17,2155.0,2.0,550.0,-12.0,UA,N47414,1142,SEA,EWR,274.0,2402,21.0,55.0
6824,2014,1,17,2203.0,-2.0,633.0,-7.0,AA,N5DHAA,1070,SEA,MIA,311.0,2724,22.0,3.0
6825,2014,1,17,2204.0,-1.0,640.0,18.0,AS,N317AS,24,SEA,BOS,298.0,2496,22.0,4.0
6826,2014,1,17,2211.0,48.0,618.0,54.0,B6,N583JB,1206,PDX,JFK,282.0,2454,22.0,11.0
6827,2014,1,17,2219.0,-6.0,49.0,-36.0,AS,N564AS,145,PDX,ANC,186.0,1542,22.0,19.0
6828,2014,1,17,2220.0,-5.0,603.0,-5.0,US,N556UW,1944,SEA,CLT,256.0,2279,22.0,20.0
6829,2014,1,17,2222.0,-3.0,2301.0,-1.0,OO,N583SW,5440,PDX,RDM,28.0,116,22.0,22.0
6830,2014,1,17,2226.0,-4.0,2327.0,-11.0,OO,N568SW,5437,PDX,LMT,51.0,241,22.0,26.0
6831,2014,1,17,2239.0,-6.0,612.0,2.0,DL,N3760C,503,PDX,ATL,239.0,2172,22.0,39.0
6832,2014,1,17,2249.0,4.0,614.0,-1.0,DL,N654DL,2188,SEA,ATL,244.0,2182,22.0,49.0
6833,2014,1,17,2259.0,-1.0,110.0,-48.0,AS,N607AS,103,SEA,ANC,172.0,1448,22.0,59.0
6834,2014,1,17,2259.0,4.0,659.0,3.0,DL,N710TW,1542,SEA,JFK,278.0,2422,22.0,59.0
6835,2014,1,17,2259.0,34.0,631.0,27.0,US,N642AW,462,PDX,CLT,252.0,2282,22.0,59.0
6836,2014,1,17,2300.0,-5.0,128.0,-30.0,AS,N618AS,125,SEA,FAI,185.0,1533,23.0,0.0
6837,2014,1,17,2300.0,0.0,2351.0,-6.0,AS,N705AS,698,SEA,GEG,36.0,224,23.0,0.0
6838,2014,1,17,2309.0,-4.0,727.0,8.0,B6,N779JB,498,SEA,BOS,295.0,2496,23.0,9.0
6839,2014,1,17,2313.0,-2.0,627.0,2.0,DL,N681DA,2357,SEA,DTW,218.0,1927,23.0,13.0
6840,2014,1,17,2355.0,5.0,208.0,-40.0,AS,N768AS,121,SEA,ANC,173.0,1448,23.0,55.0
6841,2014,1,17,2358.0,38.0,520.0,20.0,AA,N3HDAA,1230,SEA,DFW,183.0,1660,23.0,58.0
6853,2014,1,18,27.0,-3.0,550.0,13.0,DL,N665DN,874,SEA,MSP,170.0,1399,0.0,27.0
6854,2014,1,18,516.0,-4.0,855.0,4.0,US,N542UW,649,PDX,PHX,132.0,1009,5.0,16.0
6855,2014,1,18,521.0,1.0,903.0,-2.0,US,N644AW,460,SEA,PHX,137.0,1107,5.0,21.0
6856,2014,1,18,543.0,3.0,910.0,3.0,UA,N69810,1062,PDX,DEN,129.0,991,5.0,43.0
6857,2014,1,18,553.0,-7.0,848.0,-11.0,DL,N658DL,1634,SEA,SLC,90.0,689,5.0,53.0
6858,2014,1,18,553.0,-7.0,850.0,4.0,DL,N676DL,1831,PDX,SLC,85.0,630,5.0,53.0
6859,2014,1,18,555.0,-5.0,811.0,-34.0,AS,N534AS,81,SEA,ANC,179.0,1448,5.0,55.0
6860,2014,1,18,556.0,-4.0,1143.0,-7.0,AA,N3AXAA,1094,SEA,DFW,198.0,1660,5.0,56.0
6861,2014,1,18,556.0,-4.0,1152.0,-6.0,UA,N526UA,273,PDX,IAH,213.0,1825,5.0,56.0
6862,2014,1,18,557.0,-3.0,1220.0,10.0,AA,N3FRAA,2240,SEA,ORD,218.0,1721,5.0,57.0
6863,2014,1,18,557.0,-3.0,1339.0,12.0,DL,N3749D,2482,PDX,ATL,249.0,2172,5.0,57.0
6864,2014,1,18,557.0,12.0,928.0,9.0,UA,N535UA,329,SEA,DEN,123.0,1024,5.0,57.0
6865,2014,1,18,558.0,-2.0,740.0,-3.0,AS,N529AS,406,PDX,SJC,85.0,569,5.0,58.0
6866,2014,1,18,558.0,-2.0,735.0,-9.0,UA,N39450,1621,PDX,SFO,81.0,550,5.0,58.0
6867,2014,1,18,559.0,-6.0,758.0,-7.0,AS,N548AS,344,SEA,OAK,98.0,672,5.0,59.0
6868,2014,1,18,602.0,2.0,815.0,13.0,AS,N408AS,200,SEA,SJC,100.0,697,6.0,2.0
6869,2014,1,18,603.0,-2.0,1206.0,7.0,UA,N467UA,646,PDX,ORD,219.0,1739,6.0,3.0
6870,2014,1,18,607.0,-3.0,848.0,4.0,AS,N792AS,426,SEA,LAX,125.0,954,6.0,7.0
6871,2014,1,18,608.0,-7.0,844.0,-3.0,AS,N609AS,524,SEA,SNA,135.0,978,6.0,8.0
6872,2014,1,18,611.0,7.0,1215.0,21.0,UA,N528UA,732,SEA,ORD,214.0,1721,6.0,11.0
6873,2014,1,18,615.0,0.0,849.0,-9.0,AS,N527AS,494,SEA,SAN,133.0,1050,6.0,15.0
6874,2014,1,18,620.0,0.0,1204.0,-1.0,AA,N438AA,1650,PDX,DFW,190.0,1616,6.0,20.0
6875,2014,1,18,627.0,-3.0,1401.0,-7.0,DL,N6707A,968,SEA,ATL,251.0,2182,6.0,27.0
6876,2014,1,18,629.0,4.0,1000.0,0.0,WN,N642WN,2891,SEA,DEN,132.0,1024,6.0,29.0
6877,2014,1,18,632.0,12.0,824.0,-1.0,VX,N527VA,751,SEA,SFO,98.0,679,6.0,32.0
6878,2014,1,18,632.0,-3.0,907.0,10.0,OO,N609SK,4692,PDX,LAX,112.0,834,6.0,32.0
6879,2014,1,18,634.0,-6.0,841.0,-6.0,OO,N216AG,3456,PDX,BUR,109.0,817,6.0,34.0
6880,2014,1,18,635.0,0.0,951.0,-9.0,WN,N426WN,419,PDX,DEN,122.0,991,6.0,35.0
6881,2014,1,18,642.0,37.0,1239.0,23.0,UA,N75425,1101,SEA,IAH,214.0,1874,6.0,42.0
6882,2014,1,18,644.0,4.0,903.0,3.0,AS,N309AS,232,PDX,SAN,117.0,933,6.0,44.0
6883,2014,1,18,647.0,2.0,923.0,19.0,AS,N525AS,560,PDX,LAX,111.0,834,6.0,47.0
6884,2014,1,18,652.0,-3.0,1203.0,-7.0,AS,N319AS,36,SEA,MSP,178.0,1399,6.0,52.0
6885,2014,1,18,653.0,3.0,1022.0,-1.0,AS,N556AS,682,SEA,DEN,129.0,1024,6.0,53.0
6886,2014,1,18,653.0,-7.0,916.0,-1.0,B6,N594JB,1121,PDX,LGB,114.0,846,6.0,53.0
6887,2014,1,18,654.0,-6.0,1106.0,-9.0,AS,N593AS,833,PDX,HNL,348.0,2603,6.0,54.0
6888,2014,1,18,655.0,0.0,925.0,0.0,AS,N323AS,470,SEA,LAX,124.0,954,6.0,55.0
6889,2014,1,18,655.0,-10.0,1230.0,9.0,DL,N945DN,2090,PDX,MSP,182.0,1426,6.0,55.0
6890,2014,1,18,656.0,-4.0,948.0,7.0,OO,N187PQ,4597,SEA,LAX,125.0,954,6.0,56.0
6891,2014,1,18,656.0,86.0,859.0,75.0,OO,N983CA,6426,SEA,SFO,98.0,679,6.0,56.0
6892,2014,1,18,656.0,-4.0,1506.0,-5.0,UA,N87527,1021,PDX,EWR,289.0,2434,6.0,56.0
6893,2014,1,18,657.0,-3.0,1020.0,-5.0,F9,N203FR,796,PDX,DEN,123.0,991,6.0,57.0
6894,2014,1,18,657.0,-3.0,845.0,5.0,VX,N849VA,805,PDX,SFO,83.0,550,6.0,57.0
6896,2014,1,18,658.0,-7.0,754.0,-26.0,AS,N799AS,65,SEA,KTN,95.0,680,6.0,58.0
6897,2014,1,18,658.0,-7.0,1413.0,-3.0,DL,N3731T,822,SEA,DTW,232.0,1927,6.0,58.0
6898,2014,1,18,659.0,19.0,1224.0,0.0,AS,N307AS,668,SEA,DFW,191.0,1660,6.0,59.0
6899,2014,1,18,659.0,-6.0,914.0,-9.0,OO,N215AG,3460,PDX,ONT,110.0,838,6.0,59.0
6900,2014,1,18,700.0,0.0,1027.0,-6.0,F9,N220FR,358,SEA,DEN,125.0,1024,7.0,0.0
6901,2014,1,18,702.0,-2.0,837.0,-20.0,UA,N558UA,392,PDX,SFO,82.0,550,7.0,2.0
6902,2014,1,18,703.0,3.0,1222.0,10.0,DL,N381DN,2314,SEA,MSP,179.0,1399,7.0,3.0
6903,2014,1,18,704.0,-1.0,928.0,6.0,AS,N530AS,606,SEA,LAS,118.0,867,7.0,4.0
6904,2014,1,18,705.0,-5.0,906.0,-9.0,AS,N435AS,332,SEA,SJC,102.0,697,7.0,5.0
6905,2014,1,18,706.0,6.0,1002.0,-3.0,AS,N546AS,726,SEA,SLC,92.0,689,7.0,6.0
6906,2014,1,18,708.0,-2.0,1307.0,2.0,AA,N3FGAA,1308,SEA,DFW,196.0,1660,7.0,8.0
6907,2014,1,18,708.0,-2.0,1005.0,-5.0,DL,N318NB,2397,SEA,SLC,92.0,689,7.0,8.0
6908,2014,1,18,709.0,-1.0,1536.0,21.0,DL,N706TW,2258,PDX,JFK,296.0,2454,7.0,9.0
6909,2014,1,18,710.0,-5.0,853.0,-4.0,AS,N506AS,805,SEA,SMF,80.0,605,7.0,10.0
6910,2014,1,18,710.0,0.0,852.0,-3.0,WN,N473WN,3321,PDX,SJC,86.0,569,7.0,10.0
6911,2014,1,18,710.0,0.0,942.0,1.0,OO,N223AG,3472,SEA,LGB,125.0,965,7.0,10.0
6912,2014,1,18,713.0,-2.0,1524.0,-5.0,AA,N3HFAA,236,SEA,JFK,289.0,2422,7.0,13.0
6913,2014,1,18,713.0,-2.0,916.0,-2.0,AS,N617AS,626,PDX,LAS,105.0,763,7.0,13.0
6914,2014,1,18,716.0,16.0,1334.0,24.0,AA,N3HPAA,2218,PDX,ORD,219.0,1739,7.0,16.0
6915,2014,1,18,717.0,-3.0,1122.0,-13.0,AS,N587AS,855,PDX,KOA,351.0,2607,7.0,17.0
6916,2014,1,18,717.0,2.0,1056.0,-9.0,WN,N7702A,2116,SEA,PHX,138.0,1107,7.0,17.0
6917,2014,1,18,718.0,-2.0,1101.0,-4.0,AS,N706AS,642,SEA,PHX,139.0,1107,7.0,18.0
6918,2014,1,18,718.0,-2.0,1542.0,17.0,DL,N704X,418,SEA,JFK,298.0,2422,7.0,18.0
6919,2014,1,18,720.0,-5.0,909.0,-16.0,AS,N769AS,244,PDX,SFO,87.0,550,7.0,20.0
6920,2014,1,18,721.0,1.0,925.0,-4.0,AS,N409AS,222,SEA,SFO,101.0,679,7.0,21.0
6921,2014,1,18,721.0,-4.0,1008.0,13.0,AS,N791AS,478,SEA,LAX,127.0,954,7.0,21.0
6922,2014,1,18,722.0,-3.0,958.0,-4.0,AS,N786AS,240,SEA,SAN,134.0,1050,7.0,22.0
6923,2014,1,18,725.0,-4.0,1115.0,17.0,OO,N919SW,6219,PDX,DEN,133.0,991,7.0,25.0
6924,2014,1,18,733.0,-2.0,1004.0,6.0,AS,N793AS,530,SEA,ONT,127.0,956,7.0,33.0
6925,2014,1,18,754.0,-1.0,918.0,-22.0,AS,N797AS,61,SEA,JNU,124.0,909,7.0,54.0
6926,2014,1,18,754.0,-1.0,1025.0,10.0,AS,N625AS,522,SEA,BUR,119.0,937,7.0,54.0
6927,2014,1,18,755.0,-2.0,1547.0,-2.0,UA,N491UA,419,SEA,IAD,269.0,2306,7.0,55.0
6928,2014,1,18,759.0,-6.0,1341.0,-9.0,AA,N4WJAA,1220,PDX,DFW,197.0,1616,7.0,59.0
6929,2014,1,18,759.0,-1.0,1016.0,16.0,WN,N371SW,3096,SEA,OAK,106.0,672,7.0,59.0
6930,2014,1,18,800.0,-5.0,943.0,-2.0,WN,N395SW,2904,SEA,SMF,84.0,605,8.0,0.0
6931,2014,1,18,801.0,1.0,1009.0,-13.0,AS,N431AS,568,PDX,LAX,112.0,834,8.0,1.0
6932,2014,1,18,803.0,-7.0,1044.0,17.0,AS,N563AS,600,SEA,LAS,118.0,867,8.0,3.0
6933,2014,1,18,805.0,-5.0,1602.0,2.0,AS,N586AS,4,SEA,DCA,266.0,2329,8.0,5.0
6934,2014,1,18,805.0,5.0,1629.0,9.0,AS,N570AS,16,SEA,MCO,296.0,2554,8.0,5.0
6935,2014,1,18,807.0,-3.0,1126.0,-19.0,WN,N450WN,3143,PDX,PHX,126.0,1009,8.0,7.0
6936,2014,1,18,810.0,-5.0,1018.0,-2.0,WN,N404WN,2654,PDX,LAS,104.0,763,8.0,10.0
6937,2014,1,18,812.0,48.0,1013.0,33.0,UA,N77430,1598,SEA,SFO,95.0,679,8.0,12.0
6938,2014,1,18,814.0,-1.0,1437.0,12.0,AA,N3CRAA,1236,SEA,ORD,217.0,1721,8.0,14.0
6939,2014,1,18,816.0,-4.0,1424.0,-2.0,UA,N16709,1252,SEA,IAH,218.0,1874,8.0,16.0
6940,2014,1,18,818.0,-2.0,1101.0,-4.0,AS,N615AS,83,SEA,ANC,192.0,1448,8.0,18.0
6941,2014,1,18,818.0,-2.0,954.0,-6.0,WN,N946WN,2474,PDX,OAK,84.0,543,8.0,18.0
6942,2014,1,18,818.0,-2.0,1042.0,2.0,WN,N424WN,2626,SEA,LAS,118.0,867,8.0,18.0
6943,2014,1,18,824.0,-6.0,1208.0,-8.0,US,N621AW,440,SEA,PHX,140.0,1107,8.0,24.0
6944,2014,1,18,827.0,27.0,1135.0,47.0,OO,N608SK,4606,SEA,JAC,88.0,621,8.0,27.0
6945,2014,1,18,830.0,0.0,1253.0,3.0,AS,N531AS,861,SEA,OGG,359.0,2640,8.0,30.0
6946,2014,1,18,830.0,-5.0,1648.0,9.0,US,N104UW,788,SEA,PHL,287.0,2378,8.0,30.0
6947,2014,1,18,831.0,-4.0,1609.0,-2.0,DL,N6704Z,128,SEA,ATL,251.0,2182,8.0,31.0
6948,2014,1,18,833.0,33.0,1623.0,32.0,UA,N444UA,250,PDX,IAD,275.0,2327,8.0,33.0
6949,2014,1,18,835.0,0.0,1108.0,-3.0,AS,N612AS,502,SEA,SNA,134.0,978,8.0,35.0
6950,2014,1,18,838.0,8.0,1457.0,32.0,AS,N320AS,28,SEA,ORD,225.0,1721,8.0,38.0
6951,2014,1,18,840.0,-5.0,1649.0,0.0,AS,N559AS,32,SEA,PHL,288.0,2378,8.0,40.0
6952,2014,1,18,840.0,0.0,1251.0,-4.0,HA,N389HA,21,SEA,HNL,346.0,2677,8.0,40.0
6953,2014,1,18,840.0,0.0,1212.0,2.0,WN,N770SA,2935,SEA,DEN,131.0,1024,8.0,40.0
6954,2014,1,18,840.0,-5.0,939.0,6.0,OO,N579SW,5438,SEA,PDX,34.0,129,8.0,40.0
6955,2014,1,18,842.0,-3.0,1215.0,0.0,US,N679AW,685,PDX,PHX,127.0,1009,8.0,42.0
6956,2014,1,18,845.0,40.0,1618.0,28.0,AS,N442AS,742,SEA,ATL,253.0,2182,8.0,45.0
6957,2014,1,18,845.0,-5.0,1314.0,-11.0,AS,N512AS,875,SEA,LIH,362.0,2701,8.0,45.0
6958,2014,1,18,852.0,-8.0,1107.0,-12.0,AS,N433AS,614,SEA,LAS,116.0,867,8.0,52.0
6959,2014,1,18,857.0,-3.0,1429.0,15.0,DL,N583NW,2214,SEA,MSP,185.0,1399,8.0,57.0
6960,2014,1,18,900.0,-5.0,1715.0,1.0,AS,N303AS,8,SEA,EWR,285.0,2402,9.0,0.0
6961,2014,1,18,906.0,6.0,1141.0,1.0,AS,N760AS,456,SEA,LAX,128.0,954,9.0,6.0
6962,2014,1,18,910.0,-5.0,1241.0,-24.0,OO,N218AG,3466,PDX,TUS,138.0,1119,9.0,10.0
6963,2014,1,18,913.0,33.0,1749.0,29.0,AS,N584AS,34,SEA,FLL,316.0,2717,9.0,13.0
6964,2014,1,18,915.0,5.0,1147.0,2.0,AS,N755AS,558,SEA,PSP,133.0,987,9.0,15.0
6965,2014,1,18,916.0,-5.0,1017.0,3.0,OO,N583SW,5428,PDX,SEA,44.0,129,9.0,16.0
6966,2014,1,18,919.0,4.0,1651.0,10.0,DL,N3771K,966,PDX,ATL,247.0,2172,9.0,19.0
6967,2014,1,18,921.0,138.0,1742.0,162.0,UA,N562UA,345,SEA,EWR,282.0,2402,9.0,21.0
6968,2014,1,18,924.0,0.0,1128.0,-7.0,UA,N78506,1699,SEA,SFO,102.0,679,9.0,24.0
6969,2014,1,18,926.0,-4.0,1201.0,1.0,VX,N627VA,784,SEA,LAX,129.0,954,9.0,26.0
6970,2014,1,18,935.0,-10.0,1226.0,-24.0,AS,N524AS,131,PDX,ANC,218.0,1542,9.0,35.0
6971,2014,1,18,935.0,-10.0,1743.0,3.0,AS,N564AS,764,PDX,DCA,281.0,2350,9.0,35.0
6972,2014,1,18,936.0,-14.0,1728.0,-7.0,AS,N403AS,752,PDX,ATL,257.0,2172,9.0,36.0
6973,2014,1,18,944.0,4.0,1809.0,14.0,AS,N514AS,12,SEA,BOS,293.0,2496,9.0,44.0
6974,2014,1,18,948.0,-2.0,1241.0,1.0,WN,N460WN,2797,SEA,SLC,90.0,689,9.0,48.0
6975,2014,1,18,950.0,-10.0,1403.0,-7.0,HA,N386HA,29,SEA,OGG,344.0,2640,9.0,50.0
6976,2014,1,18,952.0,-3.0,1324.0,-1.0,AS,N644AS,680,SEA,DEN,127.0,1024,9.0,52.0
6977,2014,1,18,953.0,-12.0,1216.0,-4.0,AS,N613AS,580,PDX,SNA,119.0,859,9.0,53.0
6978,2014,1,18,955.0,0.0,1238.0,6.0,AS,N754AS,238,SEA,SAN,138.0,1050,9.0,55.0
6979,2014,1,18,955.0,0.0,1204.0,-6.0,AS,N796AS,314,SEA,SFO,99.0,679,9.0,55.0
6980,2014,1,18,957.0,12.0,1343.0,16.0,AS,N318AS,644,SEA,PHX,145.0,1107,9.0,57.0
6981,2014,1,18,1002.0,-13.0,1549.0,-15.0,AS,N305AS,658,PDX,DFW,196.0,1616,10.0,2.0
6982,2014,1,18,1005.0,2.0,1203.0,12.0,OO,N976SW,5243,PDX,SFO,87.0,550,10.0,5.0
6983,2014,1,18,1006.0,-9.0,1357.0,-23.0,HA,N383HA,25,PDX,HNL,331.0,2603,10.0,6.0
6984,2014,1,18,1009.0,-1.0,1128.0,-2.0,WN,N409WN,3181,PDX,SMF,67.0,479,10.0,9.0
6985,2014,1,18,1010.0,10.0,1201.0,1.0,AS,N519AS,346,SEA,OAK,95.0,672,10.0,10.0
6986,2014,1,18,1014.0,-1.0,1447.0,12.0,AS,N560AS,843,SEA,KOA,366.0,2688,10.0,14.0
6987,2014,1,18,1016.0,6.0,1639.0,29.0,AS,N302AS,686,PDX,ORD,222.0,1739,10.0,16.0
6988,2014,1,18,1018.0,-2.0,1546.0,6.0,WN,N905WN,3102,PDX,MCI,194.0,1482,10.0,18.0
6989,2014,1,18,1019.0,-1.0,1255.0,0.0,OO,N825SK,4549,SEA,LAX,123.0,954,10.0,19.0
6990,2014,1,18,1020.0,-4.0,1312.0,-3.0,DL,N391DA,1857,SEA,SLC,89.0,689,10.0,20.0
6991,2014,1,18,1022.0,2.0,1638.0,9.0,AS,N440AS,730,SEA,IAH,226.0,1874,10.0,22.0
6992,2014,1,18,1024.0,-6.0,1558.0,8.0,AS,N552AS,762,SEA,MCI,186.0,1489,10.0,24.0
6993,2014,1,18,1027.0,-3.0,1117.0,-6.0,OO,N579SW,5397,PDX,SEA,39.0,129,10.0,27.0
6994,2014,1,18,1030.0,0.0,1357.0,0.0,AS,N402AS,640,PDX,PHX,125.0,1009,10.0,30.0
6995,2014,1,18,1032.0,-3.0,1503.0,3.0,AS,N537AS,851,SEA,HNL,361.0,2677,10.0,32.0
6996,2014,1,18,1032.0,-8.0,1535.0,-10.0,OO,N217AG,3468,SEA,OMA,167.0,1368,10.0,32.0
6997,2014,1,18,1034.0,-1.0,1312.0,-18.0,AS,N566AS,127,SEA,ANC,198.0,1448,10.0,34.0
6998,2014,1,18,1034.0,-7.0,1133.0,4.0,OO,N583SW,5325,SEA,PDX,34.0,129,10.0,34.0
6999,2014,1,18,1041.0,-4.0,1304.0,-18.0,AS,N551AS,460,SEA,LAX,127.0,954,10.0,41.0
7000,2014,1,18,1042.0,132.0,1635.0,140.0,AA,N3BBAA,312,SEA,DFW,201.0,1660,10.0,42.0
7001,2014,1,18,1042.0,-8.0,1259.0,-9.0,OO,N219AG,3482,SEA,SBA,119.0,908,10.0,42.0
7002,2014,1,18,1047.0,-5.0,1424.0,0.0,OO,N953SW,5576,PDX,DEN,137.0,991,10.0,47.0
7003,2014,1,18,1057.0,-3.0,1253.0,-17.0,WN,N797MX,3862,SEA,SJC,103.0,697,10.0,57.0
7004,2014,1,18,1106.0,-4.0,1858.0,-5.0,US,N179UW,1725,SEA,CLT,264.0,2279,11.0,6.0
7005,2014,1,18,1108.0,13.0,1436.0,7.0,UA,N77525,1625,SEA,DEN,128.0,1024,11.0,8.0
7006,2014,1,18,1114.0,-6.0,1525.0,-10.0,AS,N565AS,809,PDX,OGG,342.0,2562,11.0,14.0
7007,2014,1,18,1115.0,0.0,1330.0,-5.0,WN,N364SW,3192,SEA,LAS,119.0,867,11.0,15.0
7008,2014,1,18,1116.0,-9.0,1443.0,-11.0,US,N807AW,634,PDX,PHX,129.0,1009,11.0,16.0
7009,2014,1,18,1119.0,-1.0,1318.0,-7.0,WN,N479WN,2526,PDX,LAS,104.0,763,11.0,19.0
7010,2014,1,18,1122.0,-3.0,1352.0,-8.0,AS,N627AS,498,SEA,SAN,138.0,1050,11.0,22.0
7011,2014,1,18,1122.0,22.0,1329.0,16.0,AS,N794AS,564,PDX,LAX,113.0,834,11.0,22.0
7012,2014,1,18,1124.0,9.0,1656.0,-9.0,AA,N630AA,1311,SEA,DFW,195.0,1660,11.0,24.0
7013,2014,1,18,1125.0,-5.0,1258.0,-7.0,WN,N909WN,2367,SEA,RNO,76.0,564,11.0,25.0
7014,2014,1,18,1127.0,-3.0,1340.0,-5.0,AS,N581AS,578,PDX,SAN,120.0,933,11.0,27.0
7015,2014,1,18,1127.0,2.0,1300.0,-5.0,WN,N272WN,2043,PDX,OAK,81.0,543,11.0,27.0
7016,2014,1,18,1127.0,-5.0,1512.0,-6.0,US,N631AW,614,SEA,PHX,140.0,1107,11.0,27.0
7017,2014,1,18,1129.0,-6.0,1307.0,-8.0,VX,N524VA,817,PDX,SFO,86.0,550,11.0,29.0
7018,2014,1,18,1130.0,-9.0,1504.0,-4.0,F9,N208FR,138,SEA,DEN,129.0,1024,11.0,30.0
7019,2014,1,18,1134.0,-6.0,1407.0,1.0,AS,N626AS,500,SEA,SNA,131.0,978,11.0,34.0
7020,2014,1,18,1135.0,-5.0,1401.0,-13.0,B6,N640JB,107,SEA,LGB,128.0,965,11.0,35.0
7021,2014,1,18,1138.0,8.0,1326.0,-4.0,WN,N968WN,2132,SEA,OAK,94.0,672,11.0,38.0
7022,2014,1,18,1143.0,-2.0,1741.0,9.0,AS,N577AS,656,SEA,AUS,209.0,1770,11.0,43.0
7023,2014,1,18,1143.0,0.0,1221.0,-1.0,OO,N658CT,5438,PDX,EUG,29.0,106,11.0,43.0
7024,2014,1,18,1145.0,-5.0,1418.0,-3.0,OO,N797SK,6371,SEA,LAX,127.0,954,11.0,45.0
7025,2014,1,18,1145.0,-8.0,1229.0,-12.0,OO,N579SW,5433,SEA,PDX,30.0,129,11.0,45.0
7026,2014,1,18,1149.0,-2.0,1411.0,1.0,OO,N616QX,4698,PDX,LAX,111.0,834,11.0,49.0
7027,2014,1,18,1151.0,-4.0,1747.0,10.0,AS,N528AS,754,SEA,STL,211.0,1709,11.0,51.0
7028,2014,1,18,1151.0,-5.0,1235.0,-2.0,OO,N583SW,5325,PDX,RDM,26.0,116,11.0,51.0
7029,2014,1,18,1158.0,13.0,1903.0,9.0,DL,N539US,2424,SEA,DTW,225.0,1927,11.0,58.0
7030,2014,1,18,1200.0,-5.0,1259.0,-1.0,AS,N705AS,674,SEA,GEG,41.0,224,12.0,0.0
7031,2014,1,18,1201.0,-4.0,1523.0,-2.0,WN,N410WN,1947,PDX,DEN,125.0,991,12.0,1.0
7032,2014,1,18,1201.0,-5.0,1753.0,-12.0,UA,N474UA,533,PDX,IAH,216.0,1825,12.0,1.0
7033,2014,1,18,1202.0,-3.0,1828.0,13.0,AA,N3CBAA,1628,SEA,ORD,210.0,1721,12.0,2.0
7034,2014,1,18,1203.0,-7.0,1750.0,-5.0,AA,N4XYAA,1568,PDX,DFW,203.0,1616,12.0,3.0
7035,2014,1,18,1208.0,48.0,1330.0,34.0,AS,N767AS,75,SEA,JNU,129.0,909,12.0,8.0
7036,2014,1,18,1210.0,-5.0,1415.0,-5.0,OO,N216AG,3454,PDX,BUR,110.0,817,12.0,10.0
7037,2014,1,18,1218.0,-2.0,1416.0,-19.0,AS,N703AS,312,SEA,SFO,101.0,679,12.0,18.0
7038,2014,1,18,1219.0,4.0,1429.0,11.0,AS,N592AS,324,SEA,SJC,101.0,697,12.0,19.0
7039,2014,1,18,1225.0,0.0,1617.0,7.0,AS,N317AS,648,SEA,TUS,145.0,1216,12.0,25.0
7040,2014,1,18,1229.0,26.0,1833.0,18.0,UA,N427UA,674,SEA,IAH,223.0,1874,12.0,29.0
7041,2014,1,18,1231.0,-4.0,1408.0,-17.0,UA,N402UA,353,PDX,SFO,82.0,550,12.0,31.0
7042,2014,1,18,1236.0,-4.0,1815.0,-30.0,AS,N538AS,692,SEA,SAT,203.0,1774,12.0,36.0
7043,2014,1,18,1240.0,-5.0,1455.0,-15.0,OO,N805SK,4741,SEA,LAS,119.0,867,12.0,40.0
7044,2014,1,18,1246.0,1.0,1531.0,-9.0,AS,N569AS,113,SEA,ANC,211.0,1448,12.0,46.0
7045,2014,1,18,1247.0,-4.0,1852.0,9.0,UA,N440UA,998,SEA,ORD,209.0,1721,12.0,47.0
7046,2014,1,18,1247.0,2.0,1842.0,5.0,UA,N36472,1735,PDX,ORD,209.0,1739,12.0,47.0
7047,2014,1,18,1248.0,-7.0,1447.0,-10.0,AS,N529AS,622,PDX,LAS,105.0,763,12.0,48.0
7048,2014,1,18,1253.0,-7.0,1809.0,-6.0,AS,N619AS,38,SEA,MSP,178.0,1399,12.0,53.0
7049,2014,1,18,1256.0,-9.0,1848.0,-5.0,AS,N546AS,664,SEA,DFW,203.0,1660,12.0,56.0
7050,2014,1,18,1257.0,-3.0,1534.0,-1.0,AS,N435AS,554,SEA,PSP,130.0,987,12.0,57.0
7051,2014,1,18,1258.0,-2.0,2057.0,-8.0,DL,N722TW,182,SEA,JFK,278.0,2422,12.0,58.0
7052,2014,1,18,1258.0,-2.0,1814.0,0.0,DL,N310NW,1950,SEA,MSP,172.0,1399,12.0,58.0
7053,2014,1,18,1259.0,-1.0,1807.0,-9.0,DL,N953DN,2164,PDX,MSP,173.0,1426,12.0,59.0
7054,2014,1,18,1304.0,-6.0,1503.0,-13.0,UA,N821UA,816,SEA,SFO,98.0,679,13.0,4.0
7055,2014,1,18,1309.0,-1.0,1602.0,-3.0,DL,N3739P,2157,SEA,SLC,92.0,689,13.0,9.0
7056,2014,1,18,1309.0,-1.0,1548.0,-2.0,WN,N708SW,3149,PDX,SLC,84.0,630,13.0,9.0
7057,2014,1,18,1311.0,-4.0,1525.0,-9.0,OO,N215AG,3478,PDX,LGB,119.0,846,13.0,11.0
7058,2014,1,18,1312.0,-3.0,1523.0,-7.0,B6,N594JB,1521,PDX,LGB,116.0,846,13.0,12.0
7059,2014,1,18,1312.0,-8.0,1557.0,-4.0,DL,N382DA,2093,PDX,SLC,84.0,630,13.0,12.0
